id,scene,category,name,x,y,z,quest_names,quest_roles,container_id,active_self,active_in_hierarchy,juice_flavour,juice_number,object_name,hierarchy,component_type,component_path_id,source_file,notes
level15:231961,Winter,NPC,Mel,-638.340042,200.073998,167.836273,,,,True,True,,,Mt.ThunderFrog5,Patrolling/Walk/PatrolFrogMuscle/Mt.ThunderFrog5,NpcBase,231961,level15,
level15:231964,Winter,NPC,Spot,-595.475754,0.123246,-36.419128,,,,True,True,,,LeafForest1,Patrolling/Walk/PatrolFrogMuscle (2)/LeafForest1,NpcBase,231964,level15,
level15:232231,Winter,Shrine,present-box-base,-822.292603,2.155437,-421.747314,,,,True,False,,,present-box-base,Environment/MISC/Presents/Small/present-box/present-box-base,InteractableShrine,232231,level15,
level15:232647,Winter,Shrine,GFX,-796.320007,27.549999,-288.179993,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (4)/GFX,InteractableShrine,232647,level15,
level15:232648,Winter,Shrine,GFX,-160.401001,2.183,138.162994,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a/GFX,InteractableShrine,232648,level15,
level15:232649,Winter,Shrine,GFX,-166.835007,2.506,326.733002,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (1)/GFX,InteractableShrine,232649,level15,
level15:232650,Winter,Shrine,GFX,-382.040009,19.147305,393.539124,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (2)/GFX,InteractableShrine,232650,level15,
level15:232651,Winter,Shrine,GFX,-474.484985,13.484,-33.465,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (3)/GFX,InteractableShrine,232651,level15,
level15:232652,Winter,Shrine,GFX,-615.293335,23.548136,194.902298,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (6)/GFX,InteractableShrine,232652,level15,
level15:232653,Winter,Shrine,GFX,-791.780029,10.51,-58.049999,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-a (5)/GFX,InteractableShrine,232653,level15,
level15:233181,Winter,Quest pickup,QI-Bag,-162.070007,69.816002,146.429993,Kathy's Backpack!,pickup,,False,False,,,QI-Bag,Environment/Quest Items/QI-Bag,CollectableQuestItem,233181,level15,
level15:233182,Winter,Quest pickup,QI-Binos,-193.223999,148.610001,-78.521004,Hopper's Lost Binoculars!!,pickup,,False,False,,,QI-Binos,Environment/Quest Items/QI-Binos,CollectableQuestItem,233182,level15,
level15:233305,Winter,Bolt,CollectableBolt (58),-782.565979,77.864998,527.521973,,,,True,True,,,CollectableBolt (58),Environment/Collectables/Bolts/CollectableBolt (58),CollectableBolt,233305,level15,
level15:233306,Winter,Bolt,CollectableBolt (150),-668.000107,0.401064,-33.20844,,,level15:226060,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (2)/Bolt Holder/CollectableBolt (150),CollectableBolt,233306,level15,
level15:233307,Winter,Bolt,CollectableBolt (8),-195.570007,7.82,265.140015,,,,True,True,,,CollectableBolt (8),Environment/Collectables/Bolts/CollectableBolt (8),CollectableBolt,233307,level15,
level15:233308,Winter,Bolt,CollectableBolt (149),-635.662598,8.352214,-327.264191,,,,True,True,,,CollectableBolt (149),Environment/Collectables/Bolts/CollectableBolt (149),CollectableBolt,233308,level15,
level15:233309,Winter,Bolt,CollectableBolt (149),-791.830302,30.605557,-136.360383,,,level15:226309,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (3)/Bolt Holder/CollectableBolt (149),CollectableBolt,233309,level15,
level15:233310,Winter,Bolt,CollectableBolt (122),-267.884003,4.817,538.455994,,,,True,True,,,CollectableBolt (122),Environment/Collectables/Bolts/CollectableBolt (122),CollectableBolt,233310,level15,
level15:233311,Winter,Bolt,CollectableBolt (50),-395.201996,3.715,305.96701,,,,True,True,,,CollectableBolt (50),Environment/Collectables/Bolts/CollectableBolt (50),CollectableBolt,233311,level15,
level15:233312,Winter,Bolt,CollectableBolt (62),-825.340027,84.699997,427.209991,,,,True,True,,,CollectableBolt (62),Environment/Collectables/Bolts/CollectableBolt (62),CollectableBolt,233312,level15,
level15:233313,Winter,Bolt,CollectableBolt (18),-145.339996,5.55,257.380005,,,,True,True,,,CollectableBolt (18),Environment/Collectables/Bolts/CollectableBolt (18),CollectableBolt,233313,level15,
level15:233314,Winter,Bolt,CollectableBolt (65),-893.245972,0.807,177.738007,,,,True,True,,,CollectableBolt (65),Environment/Collectables/Bolts/CollectableBolt (65),CollectableBolt,233314,level15,
level15:233315,Winter,Bolt,CollectableBolt (43),-996.343018,11.632,182.283997,,,,True,True,,,CollectableBolt (43),Environment/Collectables/Bolts/CollectableBolt (43),CollectableBolt,233315,level15,
level15:233316,Winter,Bolt,CollectableBolt (150),-614.82254,200.950677,141.003303,,,level15:226146,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (1)/Bolt Holder/CollectableBolt (150),CollectableBolt,233316,level15,
level15:233317,Winter,Bolt,CollectableBolt (149),-625.817612,3.505277,-279.699684,,,level15:226184,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (149),CollectableBolt,233317,level15,
level15:233318,Winter,Bolt,CollectableBolt (32),-619.630981,15.428,-321.826996,,,,True,True,,,CollectableBolt (32),Environment/Collectables/Bolts/CollectableBolt (32),CollectableBolt,233318,level15,
level15:233319,Winter,Bolt,CollectableBolt (30),-288.993988,3.593,-220.623993,,,,True,True,,,CollectableBolt (30),Environment/Collectables/Bolts/CollectableBolt (30),CollectableBolt,233319,level15,
level15:233320,Winter,Bolt,CollectableBolt (150),-875.025616,84.264276,-145.922213,,,level15:226021,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (150),CollectableBolt,233320,level15,
level15:233321,Winter,Bolt,CollectableBolt (149),-272.038892,5.878687,58.101857,,,level15:226221,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (2)/Bolt Holder/CollectableBolt (149),CollectableBolt,233321,level15,
level15:233322,Winter,Bolt,CollectableBolt (53),-399.339996,60.549999,449.420013,,,,True,True,,,CollectableBolt (53),Environment/Collectables/Bolts/CollectableBolt (53),CollectableBolt,233322,level15,
level15:233323,Winter,Bolt,CollectableBolt (149),-667.468636,0.401064,-33.155505,,,level15:226060,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (2)/Bolt Holder/CollectableBolt (149),CollectableBolt,233323,level15,
level15:233324,Winter,Bolt,CollectableBolt (94),-208.299042,5.316715,75.79303,,,,True,True,,,CollectableBolt (94),Environment/Collectables/Bolts/CollectableBolt (94),CollectableBolt,233324,level15,
level15:233325,Winter,Bolt,CollectableBolt (93),-183.813004,3.617,141.162003,,,,True,True,,,CollectableBolt (93),Environment/Collectables/Bolts/CollectableBolt (93),CollectableBolt,233325,level15,
level15:233326,Winter,Bolt,CollectableBolt (95),-116.877594,3.770959,17.677574,,,,True,True,,,CollectableBolt (95),Environment/Collectables/Bolts/CollectableBolt (95),CollectableBolt,233326,level15,
level15:233327,Winter,Bolt,CollectableBolt (149),-615.328749,200.950676,141.107039,,,level15:226146,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (1)/Bolt Holder/CollectableBolt (149),CollectableBolt,233327,level15,
level15:233328,Winter,Bolt,CollectableBolt (87),-843.5,229.916,146.218002,,,,True,True,,,CollectableBolt (87),Environment/Collectables/Bolts/CollectableBolt (87),CollectableBolt,233328,level15,
level15:233329,Winter,Bolt,CollectableBolt (150),-792.382738,30.605558,-136.76094,,,level15:226309,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (3)/Bolt Holder/CollectableBolt (150),CollectableBolt,233329,level15,
level15:233330,Winter,Bolt,CollectableBolt (150),-625.261486,3.505278,-279.189385,,,level15:226184,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (150),CollectableBolt,233330,level15,
level15:233331,Winter,Bolt,CollectableBolt (41),-858.346985,14.239,-37.186001,,,,True,True,,,CollectableBolt (41),Environment/Collectables/Bolts/CollectableBolt (41),CollectableBolt,233331,level15,
level15:233332,Winter,Bolt,CollectableBolt (46),-725.245972,6.315,257.799988,,,,True,True,,,CollectableBolt (46),Environment/Collectables/Bolts/CollectableBolt (46),CollectableBolt,233332,level15,
level15:233333,Winter,Bolt,CollectableBolt (86),-891.323975,140.264999,166.889999,,,,False,False,,,CollectableBolt (86),Environment/Collectables/Bolts/CollectableBolt (86),CollectableBolt,233333,level15,
level15:233334,Winter,Bolt,CollectableBolt (130),-618.994995,186.059998,435.10199,,,,True,True,,,CollectableBolt (130),Environment/Collectables/Bolts/CollectableBolt (130),CollectableBolt,233334,level15,
level15:233335,Winter,Bolt,CollectableBolt (72),-526.484009,103.803001,414.226013,,,,True,True,,,CollectableBolt (72),Environment/Collectables/Bolts/CollectableBolt (72),CollectableBolt,233335,level15,
level15:233336,Winter,Bolt,CollectableBolt (73),-659.521599,0.211907,-39.100139,,,level15:235528,True,False,,,CollectableBolt (73),Environment/MISC/Suitcase/suitcase-big (Bolts)/Container OBJ/CollectableBolt (73),CollectableBolt,233336,level15,
level15:233337,Winter,Bolt,CollectableBolt (149),-874.985352,84.264276,-146.67591,,,level15:226021,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (149),CollectableBolt,233337,level15,
level15:233338,Winter,Bolt,CollectableBolt (73),-838.546724,0.239911,145.667036,,,level15:235519,True,False,,,CollectableBolt (73),Environment/MISC/Suitcase/suitcase-big (Bolts) (1)/Container OBJ/CollectableBolt (73),CollectableBolt,233338,level15,
level15:233339,Winter,Bolt,CollectableBolt (150),-271.758646,5.858245,57.69955,,,level15:226221,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (2)/Bolt Holder/CollectableBolt (150),CollectableBolt,233339,level15,
level15:233340,Winter,Bolt,CollectableBolt (24),-134.994003,1.34,-56.390999,,,,True,True,,,CollectableBolt (24),Environment/Collectables/Bolts/CollectableBolt (24),CollectableBolt,233340,level15,
level15:233341,Winter,Bolt,CollectableBolt (51),-267.688995,40.101002,348.924011,,,,True,True,,,CollectableBolt (51),Environment/Collectables/Bolts/CollectableBolt (51),CollectableBolt,233341,level15,
level15:233342,Winter,Bolt,CollectableBolt (79),-654.757996,247.604004,-127.222,,,,True,True,,,CollectableBolt (79),Environment/Collectables/Bolts/CollectableBolt (79),CollectableBolt,233342,level15,
level15:233343,Winter,Bolt,CollectableBolt (71),-204.809998,150.190002,-43.959999,,,,True,True,,,CollectableBolt (71),Environment/Collectables/Bolts/CollectableBolt (71),CollectableBolt,233343,level15,
level15:233344,Winter,Bolt,CollectableBolt (149),-843.044295,13.608277,-376.723916,,,level15:226647,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (19)/Bolt Holder/CollectableBolt (149),CollectableBolt,233344,level15,
level15:233345,Winter,Bolt,CollectableBolt (70),-128.440002,54.639999,172.259995,,,,True,True,,,CollectableBolt (70),Environment/Collectables/Bolts/CollectableBolt (70),CollectableBolt,233345,level15,
level15:233346,Winter,Bolt,CollectableBolt (149),-446.397656,26.051854,-168.191924,,,level15:226492,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (24)/Bolt Holder/CollectableBolt (149),CollectableBolt,233346,level15,
level15:233347,Winter,Bolt,CollectableBolt (149),-673.593315,2.362992,255.302214,,,level15:226490,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (23)/Bolt Holder/CollectableBolt (149),CollectableBolt,233347,level15,
level15:233348,Winter,Bolt,CollectableBolt (67),-369.302185,2.007785,195.903884,,,,True,False,,,CollectableBolt (67),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (67),CollectableBolt,233348,level15,
level15:233349,Winter,Bolt,CollectableBolt (11),-56.23,9.266,209.246002,,,,True,True,,,CollectableBolt (11),Environment/Collectables/Bolts/CollectableBolt (11),CollectableBolt,233349,level15,
level15:233350,Winter,Bolt,CollectableBolt (149),-26.448932,3.914277,-229.729005,,,level15:226518,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (17)/Bolt Holder/CollectableBolt (149),CollectableBolt,233350,level15,
level15:233351,Winter,Bolt,CollectableBolt (150),-642.842398,0.401064,-52.778281,,,level15:226349,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (150),CollectableBolt,233351,level15,
level15:233352,Winter,Bolt,CollectableBolt (72),-175.223935,1.912548,252.181457,,,level15:235525,True,False,,,CollectableBolt (72),Environment/MISC/Suitcase/suitcase-big (Bolts) (2)/Container OBJ/CollectableBolt (72),CollectableBolt,233352,level15,
level15:233353,Winter,Bolt,CollectableBolt (143),-252.167435,0.903366,-374.123138,,,,True,True,,,CollectableBolt (143),Environment/Collectables/Bolts/CollectableBolt (143),CollectableBolt,233353,level15,
level15:233354,Winter,Bolt,CollectableBolt (47),-709.044983,36.138,76.463997,,,,True,True,,,CollectableBolt (47),Environment/Collectables/Bolts/CollectableBolt (47),CollectableBolt,233354,level15,
level15:233355,Winter,Bolt,CollectableBolt (98),-121.660004,37.299999,-182.490005,,,,True,True,,,CollectableBolt (98),Environment/Collectables/Bolts/CollectableBolt (98),CollectableBolt,233355,level15,
level15:233356,Winter,Bolt,CollectableBolt (150),-842.41697,13.608278,-377.143611,,,level15:226647,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (19)/Bolt Holder/CollectableBolt (150),CollectableBolt,233356,level15,
level15:233357,Winter,Bolt,CollectableBolt (136),26.950001,12.95,267.040009,,,,True,True,,,CollectableBolt (136),Environment/Collectables/Bolts/CollectableBolt (136),CollectableBolt,233357,level15,
level15:233358,Winter,Bolt,CollectableBolt (74),-401.42099,81.480003,-63.546001,,,,False,False,,,CollectableBolt (74),Environment/Collectables/Bolts/CollectableBolt (74),CollectableBolt,233358,level15,
level15:233359,Winter,Bolt,CollectableBolt (149),-642.388441,0.401064,-53.059681,,,level15:226349,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (4)/Bolt Holder/CollectableBolt (149),CollectableBolt,233359,level15,
level15:233360,Winter,Bolt,CollectableBolt (150),-27.203649,3.914278,-229.738086,,,level15:226518,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (17)/Bolt Holder/CollectableBolt (150),CollectableBolt,233360,level15,
level15:233361,Winter,Bolt,CollectableBolt (102),-353.162994,9.455,-373.790985,,,,True,True,,,CollectableBolt (102),Environment/Collectables/Bolts/CollectableBolt (102),CollectableBolt,233361,level15,
level15:233362,Winter,Bolt,CollectableBolt (150),-447.148657,26.036028,-168.265595,,,level15:226492,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (24)/Bolt Holder/CollectableBolt (150),CollectableBolt,233362,level15,
level15:233363,Winter,Bolt,CollectableBolt (150),-674.345499,2.421982,255.322694,,,level15:226490,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (23)/Bolt Holder/CollectableBolt (150),CollectableBolt,233363,level15,
level15:233364,Winter,Bolt,CollectableBolt (126),5.26329,11.98,420.946198,,,,True,True,,,CollectableBolt (126),Environment/Collectables/Bolts/CollectableBolt (126),CollectableBolt,233364,level15,
level15:233365,Winter,Bolt,CollectableBolt (27),-35.766998,10.293,-210.819,,,,True,True,,,CollectableBolt (27),Environment/Collectables/Bolts/CollectableBolt (27),CollectableBolt,233365,level15,
level15:233366,Winter,Bolt,CollectableBolt (31),-462.606995,3.768,-395.824005,,,,True,True,,,CollectableBolt (31),Environment/Collectables/Bolts/CollectableBolt (31),CollectableBolt,233366,level15,
level15:233367,Winter,Bolt,CollectableBolt (88),-672.84198,171.367996,479.104004,,,,True,True,,,CollectableBolt (88),Environment/Collectables/Bolts/CollectableBolt (88),CollectableBolt,233367,level15,
level15:233368,Winter,Bolt,CollectableBolt (16),-263.272888,26.988331,348.297821,,,,True,True,,,CollectableBolt (16),Environment/Collectables/Bolts/CollectableBolt (16),CollectableBolt,233368,level15,
level15:233369,Winter,Bolt,CollectableBolt (72),-549.729814,2.39807,38.836007,,,level15:235533,True,False,,,CollectableBolt (72),Environment/MISC/Suitcase/suitcase-big (Bolts) (3)/Container OBJ/CollectableBolt (72),CollectableBolt,233369,level15,
level15:233370,Winter,Bolt,CollectableBolt (81),-677.794006,237.104004,-120.968002,,,,True,True,,,CollectableBolt (81),Environment/Collectables/Bolts/CollectableBolt (81),CollectableBolt,233370,level15,
level15:233371,Winter,Bolt,CollectableBolt (117),-644.684998,9.1,271.058014,,,,True,True,,,CollectableBolt (117),Environment/Collectables/Bolts/CollectableBolt (117),CollectableBolt,233371,level15,
level15:233372,Winter,Bolt,CollectableBolt (82),-436.477997,43.653,-47.491001,,,,True,True,,,CollectableBolt (82),Environment/Collectables/Bolts/CollectableBolt (82),CollectableBolt,233372,level15,
level15:233373,Winter,Bolt,CollectableBolt (55),-480.554993,66.051003,488.988007,,,,True,True,,,CollectableBolt (55),Environment/Collectables/Bolts/CollectableBolt (55),CollectableBolt,233373,level15,
level15:233374,Winter,Bolt,CollectableBolt (44),-786.531982,9.896,258.339996,,,,True,True,,,CollectableBolt (44),Environment/Collectables/Bolts/CollectableBolt (44),CollectableBolt,233374,level15,
level15:233375,Winter,Bolt,CollectableBolt (22),-230.641998,21.042,-8.071,,,,True,True,,,CollectableBolt (22),Environment/Collectables/Bolts/CollectableBolt (22),CollectableBolt,233375,level15,
level15:233376,Winter,Bolt,CollectableBolt (149),-352.319258,24.315719,268.404666,,,level15:225538,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (10)/Bolt Holder/CollectableBolt (149),CollectableBolt,233376,level15,
level15:233377,Winter,Bolt,CollectableBolt (48),-627.546997,5.551,298.06601,,,,False,False,,,CollectableBolt (48),Environment/Collectables/Bolts/CollectableBolt (48),CollectableBolt,233377,level15,
level15:233378,Winter,Bolt,CollectableBolt (56),-520.719971,69.989998,478.040009,,,,True,True,,,CollectableBolt (56),Environment/Collectables/Bolts/CollectableBolt (56),CollectableBolt,233378,level15,
level15:233379,Winter,Bolt,CollectableBolt (150),-672.365043,0.443064,-67.779266,,,level15:225119,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (3)/Bolt Holder/CollectableBolt (150),CollectableBolt,233379,level15,
level15:233380,Winter,Bolt,CollectableBolt (150),-860.320306,14.854278,261.105564,,,level15:225125,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (22)/Bolt Holder/CollectableBolt (150),CollectableBolt,233380,level15,
level15:233381,Winter,Bolt,CollectableBolt (149),-837.23203,12.036277,-238.926509,,,level15:225452,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (20)/Bolt Holder/CollectableBolt (149),CollectableBolt,233381,level15,
level15:233382,Winter,Bolt,CollectableBolt (145),-557.86499,11.052,268.472992,,,,True,True,,,CollectableBolt (145),Environment/Collectables/Bolts/CollectableBolt (145),CollectableBolt,233382,level15,
level15:233383,Winter,Bolt,CollectableBolt (60),-885.674011,60.936001,419.730011,,,,True,True,,,CollectableBolt (60),Environment/Collectables/Bolts/CollectableBolt (60),CollectableBolt,233383,level15,
level15:233384,Winter,Bolt,CollectableBolt (149),-844.382242,221.579057,156.858453,,,level15:225459,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (149),CollectableBolt,233384,level15,
level15:233385,Winter,Bolt,CollectableBolt (108),-553.935974,26.552,-272.509003,,,,True,True,,,CollectableBolt (108),Environment/Collectables/Bolts/CollectableBolt (108),CollectableBolt,233385,level15,
level15:233386,Winter,Bolt,CollectableBolt (66),-366.018005,1.646,187.458998,,,,True,False,,,CollectableBolt (66),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (66),CollectableBolt,233386,level15,
level15:233387,Winter,Bolt,CollectableBolt (38),-801.809998,16.5,-233.229996,,,,True,True,,,CollectableBolt (38),Environment/Collectables/Bolts/CollectableBolt (38),CollectableBolt,233387,level15,
level15:233388,Winter,Bolt,CollectableBolt (150),-352.88643,24.331043,268.902422,,,level15:225538,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (10)/Bolt Holder/CollectableBolt (150),CollectableBolt,233388,level15,
level15:233389,Winter,Bolt,CollectableBolt (149),-860.788764,14.854277,261.697364,,,level15:225125,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (22)/Bolt Holder/CollectableBolt (149),CollectableBolt,233389,level15,
level15:233390,Winter,Bolt,CollectableBolt (149),-671.87069,0.443064,-67.57708,,,level15:225119,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (3)/Bolt Holder/CollectableBolt (149),CollectableBolt,233390,level15,
level15:233391,Winter,Bolt,CollectableBolt (35),-741.971008,8.478,-331.858002,,,,True,True,,,CollectableBolt (35),Environment/Collectables/Bolts/CollectableBolt (35),CollectableBolt,233391,level15,
level15:233392,Winter,Bolt,CollectableBolt (150),-837.866595,12.036278,-239.335174,,,level15:225452,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (20)/Bolt Holder/CollectableBolt (150),CollectableBolt,233392,level15,
level15:233393,Winter,Bolt,CollectableBolt (72),-297.137787,0.24,42.360001,,,level15:235521,True,False,,,CollectableBolt (72),Environment/MISC/Suitcase/suitcase-big (Bolts) (4)/Container OBJ/CollectableBolt (72),CollectableBolt,233393,level15,
level15:233394,Winter,Bolt,CollectableBolt (59),-866.145996,67.393997,526.171021,,,,True,True,,,CollectableBolt (59),Environment/Collectables/Bolts/CollectableBolt (59),CollectableBolt,233394,level15,
level15:233395,Winter,Bolt,CollectableBolt (146),-533.35498,27.914,260.438995,,,,True,True,,,CollectableBolt (146),Environment/Collectables/Bolts/CollectableBolt (146),CollectableBolt,233395,level15,
level15:233396,Winter,Bolt,CollectableBolt (104),-546.650024,13.76,-355.790009,,,,True,True,,,CollectableBolt (104),Environment/Collectables/Bolts/CollectableBolt (104),CollectableBolt,233396,level15,
level15:233397,Winter,Bolt,CollectableBolt (90),-583.150024,365.709991,462.970001,,,,True,True,,,CollectableBolt (90),Environment/Collectables/Bolts/CollectableBolt (90),CollectableBolt,233397,level15,
level15:233398,Winter,Bolt,CollectableBolt (150),-844.336862,221.579058,157.390622,,,level15:225459,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (5)/Bolt Holder/CollectableBolt (150),CollectableBolt,233398,level15,
level15:233399,Winter,Bolt,CollectableBolt (150),-612.794662,171.938065,-118.778752,,,level15:225680,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (8)/Bolt Holder/CollectableBolt (150),CollectableBolt,233399,level15,
level15:233400,Winter,Bolt,CollectableBolt (1),-73.920998,10.549,-10.186,,,,True,True,,,CollectableBolt (1),Environment/Collectables/Bolts/CollectableBolt (1),CollectableBolt,233400,level15,
level15:233401,Winter,Bolt,CollectableBolt (111),-876.794678,22.806,22.926392,,,,True,True,,,CollectableBolt (111),Environment/Collectables/Bolts/CollectableBolt (111),CollectableBolt,233401,level15,
level15:233402,Winter,Bolt,CollectableBolt (100),-104.236,42.457001,-290.428986,,,,True,True,,,CollectableBolt (100),Environment/Collectables/Bolts/CollectableBolt (100),CollectableBolt,233402,level15,
level15:233403,Winter,Bolt,CollectableBolt (69),-370.273986,1.77,191.568999,,,,True,False,,,CollectableBolt (69),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (69),CollectableBolt,233403,level15,
level15:233404,Winter,Bolt,CollectableBolt (52),-458.549011,89.500999,417.570007,,,,True,True,,,CollectableBolt (52),Environment/Collectables/Bolts/CollectableBolt (52),CollectableBolt,233404,level15,
level15:233405,Winter,Bolt,CollectableBolt (128),-626.35199,133.600006,422.960999,,,,True,True,,,CollectableBolt (128),Environment/Collectables/Bolts/CollectableBolt (128),CollectableBolt,233405,level15,
level15:233406,Winter,Bolt,CollectableBolt (23),-157.268005,10.679,-2.553,,,,True,True,,,CollectableBolt (23),Environment/Collectables/Bolts/CollectableBolt (23),CollectableBolt,233406,level15,
level15:233407,Winter,Bolt,CollectableBolt (149),-540.66482,5.380005,-306.13541,,,level15:225912,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (18)/Bolt Holder/CollectableBolt (149),CollectableBolt,233407,level15,
level15:233408,Winter,Bolt,CollectableBolt (70),-362.109984,1.48,185.240004,,,,True,False,,,CollectableBolt (70),Environment/Manmade/Residential/Farms/Gardening Club/FlowerTrigger/Flower Holder/CollectableBolt (70),CollectableBolt,233408,level15,
level15:233409,Winter,Bolt,CollectableBolt (63),-823.312988,92.286003,514.323975,,,,True,True,,,CollectableBolt (63),Environment/Collectables/Bolts/CollectableBolt (63),CollectableBolt,233409,level15,
level15:233410,Winter,Bolt,CollectableBolt (142),-167.639999,14.53,-355.100006,,,,True,True,,,CollectableBolt (142),Environment/Collectables/Bolts/CollectableBolt (142),CollectableBolt,233410,level15,
level15:233411,Winter,Bolt,CollectableBolt (96),-57.743999,8.455,-66.707001,,,,True,True,,,CollectableBolt (96),Environment/Collectables/Bolts/CollectableBolt (96),CollectableBolt,233411,level15,
level15:233412,Winter,Bolt,CollectableBolt (124),-197.882004,0.854,539.914001,,,,True,True,,,CollectableBolt (124),Environment/Collectables/Bolts/CollectableBolt (124),CollectableBolt,233412,level15,
level15:233413,Winter,Bolt,CollectableBolt (149),-61.66799,0.657004,-59.781431,,,level15:225794,True,False,,,CollectableBolt (149),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (14)/Bolt Holder/CollectableBolt (149),CollectableBolt,233413,level15,
level15:233414,Winter,Bolt,CollectableBolt (137),-70.677002,2.661,513.965027,,,,True,True,,,CollectableBolt (137),Environment/Collectables/Bolts/CollectableBolt (137),CollectableBolt,233414,level15,
level15:233415,Winter,Bolt,CollectableBolt (150),-583.154674,340.810915,492.469947,,,level15:225617,True,False,,,CollectableBolt (150),Environment/MISC/Chests/Other Chests/Chests (1)/SM_Prop_Chest_Wood_01 (25)/Bolt Holder/CollectableBolt (150),CollectableBolt,233415,level15,
